Source,Target,Weight
IT,IN,3.141542002
AR,CH,3.153049482
BE,KW,3.164556962
DE,TR,3.176064442
TR,MY,3.187571922
IE,HK,3.199079402
MX,HK,3.210586881
CN,CH,3.222094361
IN,RU,3.233601841
IE,ID,3.245109321
BR,AU,3.256616801
IT,PH,3.268124281
SG,MY,3.279631761
IE,JP,3.291139241
IT,RU,3.30264672
MY,TR,3.3141542
JP,ID,3.32566168
HK,BE,3.33716916
AR,IT,3.34867664
ID,TR,3.36018412
NL,PH,3.3716916
IE,IN,3.383199079
SG,BE,3.394706559
MY,GB,3.406214039
ID,TH,3.417721519
IE,CN,3.429228999
BR,ID,3.440736479
IE,IT,3.452243959
AU,PH,3.463751438
TH,RU,3.475258918
GB,IE,3.486766398
TR,RU,3.498273878
DE,RU,3.509781358
AT,AR,3.521288838
AE,BR,3.532796318
FR,TH,3.544303797
PH,IT,3.555811277
IT,KW,3.567318757
BE,TR,3.578826237
AE,IN,3.590333717
AE,ES,3.601841197
AE,JP,3.613348677
IT,TR,3.624856157
BR,MY,3.636363636
MY,DE,3.647871116
IE,RU,3.659378596
AE,TH,3.670886076
MY,IN,3.682393556
MX,TH,3.693901036
IE,TH,3.705408516
AT,KW,3.716915995
AU,MY,3.728423475
AR,TH,3.739930955
CH,JP,3.751438435
AR,BE,3.762945915
BE,IT,3.774453395
TR,PT,3.785960875
DE,AT,3.797468354
CH,AT,3.808975834
BE,BR,3.820483314
JP,DE,3.831990794
AE,NL,3.843498274
AR,AT,3.855005754
AE,CN,3.866513234
FR,HK,3.878020713
PH,MX,3.889528193
AE,SG,3.901035673
CA,AT,3.912543153
AT,AE,3.924050633
AU,IE,3.935558113
MY,BR,3.947065593
HK,AR,3.958573072
MY,TH,3.970080552
RU,JP,3.981588032
PH,ES,3.993095512
AU,US,4.004602992
PT,CN,4.016110472
TH,FR,4.027617952
IN,KW,4.039125432
CA,IT,4.050632911
SG,MX,4.062140391
TR,ID,4.073647871
AE,AU,4.085155351
JP,IN,4.096662831
RU,ES,4.108170311
AR,SG,4.119677791
MY,HK,4.13118527
TH,CN,4.14269275
TR,CA,4.15420023
NL,SG,4.16570771
ID,AE,4.17721519
ID,CH,4.18872267
AR,TR,4.20023015
AE,FR,4.211737629
NL,IE,4.223245109
PT,FR,4.234752589
AT,IN,4.246260069
AE,IT,4.257767549
PH,TR,4.269275029
GB,PT,4.280782509
AE,CH,4.292289988
JP,MY,4.303797468
AU,AR,4.315304948
ES,NL,4.326812428
HK,TH,4.338319908
JP,RU,4.349827388
MY,AT,4.361334868
PH,DE,4.372842348
KW,ID,4.384349827
AU,KW,4.395857307
MX,KW,4.407364787
BE,AE,4.418872267
PH,ID,4.430379747
AU,NL,4.441887227
IN,DE,4.453394707
ES,ID,4.464902186
GB,NL,4.476409666
CA,TR,4.487917146
IE,AT,4.499424626
AE,RU,4.510932106
AU,AE,4.522439586
AE,GB,4.533947066
TR,US,4.545454545
ES,TR,4.556962025
ES,PH,4.568469505
SG,PH,4.579976985
KW,TR,4.591484465
RU,BE,4.602991945
AU,HK,4.614499425
AE,IE,4.626006904
FR,MY,4.637514384
ES,SG,4.649021864
CA,FR,4.660529344
JP,TR,4.672036824
PH,HK,4.683544304
AE,US,4.695051784
BE,MX,4.706559264
PH,AR,4.718066743
MY,MX,4.729574223
FR,CN,4.741081703
AR,AU,4.752589183
AE,PH,4.764096663
BE,PH,4.775604143
CA,AR,4.787111623
TH,HK,4.798619102
MY,AR,4.810126582
PH,CN,4.821634062
IE,MY,4.833141542
CA,CH,4.844649022
GB,BE,4.856156502
AU,CN,4.867663982
CH,FR,4.879171461
JP,KW,4.890678941
MX,NL,4.902186421
AE,KW,4.913693901
AE,AT,4.925201381
GB,CH,4.936708861
JP,AR,4.948216341
ID,HK,4.95972382
HK,SG,4.9712313
MY,KW,4.98273878
TH,AE,4.99424626
AE,MY,5.00575374
AU,JP,5.01726122
PT,NL,5.0287687
JP,BE,5.04027618
HK,ID,5.051783659
IE,AR,5.063291139
NL,TH,5.074798619
GB,KW,5.086306099
GB,RU,5.097813579
CN,IN,5.109321059
IN,ID,5.120828539
IE,KW,5.132336018
JP,AU,5.143843498
JP,HK,5.155350978
AR,HK,5.166858458
PH,KW,5.178365938
GB,HK,5.189873418
GB,TR,5.201380898
AE,DE,5.212888377
ES,AR,5.224395857
KW,IN,5.235903337
MX,TR,5.247410817
FR,RU,5.258918297
JP,AT,5.270425777
GB,AT,5.281933257
AE,ID,5.293440736
BE,JP,5.304948216
BR,BE,5.316455696
ID,IN,5.327963176
TH,AT,5.339470656
GB,MY,5.350978136
TH,BR,5.362485616
TH,SG,5.373993096
IN,AR,5.385500575
PT,CH,5.397008055
MY,CA,5.408515535
IE,BE,5.420023015
NL,PT,5.431530495
AE,TR,5.443037975
GB,AR,5.454545455
IT,MX,5.466052934
AU,TR,5.477560414
PT,DE,5.489067894
MY,FR,5.500575374
BR,PT,5.512082854
BE,RU,5.523590334
CH,IN,5.535097814
TH,TR,5.546605293
BR,PH,5.558112773
IT,CN,5.569620253
TH,BE,5.581127733
AU,ID,5.592635213
CA,AU,5.604142693
IT,AT,5.615650173
MX,AT,5.627157652
AU,SG,5.638665132
BE,IN,5.650172612
TH,KW,5.661680092
FR,IN,5.673187572
TH,US,5.684695052
US,HK,5.696202532
GB,SG,5.707710012
JP,SG,5.719217491
AU,RU,5.730724971
JP,CA,5.742232451
GB,TH,5.753739931
SG,AR,5.765247411
GB,AE,5.776754891
BR,CN,5.788262371
FR,AU,5.79976985
BR,AE,5.81127733
HK,US,5.82278481
AU,TH,5.83429229
TH,AU,5.84579977
CA,CN,5.85730725
IE,ES,5.86881473
GB,ID,5.880322209
AE,HK,5.891829689
AU,IN,5.903337169
AU,AT,5.914844649
BR,TH,5.926352129
BR,JP,5.937859609
US,MY,5.949367089
AE,BE,5.960874568
PT,IN,5.972382048
RU,PT,5.983889528
CA,JP,5.995397008
TH,MX,6.006904488
AU,CH,6.018411968
TH,ID,6.029919448
TH,IE,6.041426928
BE,SG,6.052934407
KW,PH,6.064441887
ID,BR,6.075949367
US,KW,6.087456847
BE,AU,6.098964327
JP,TH,6.110471807
US,RU,6.121979287
CA,IE,6.133486766
BR,SG,6.144994246
AR,AE,6.156501726
US,SG,6.168009206
IE,DE,6.179516686
ID,AR,6.191024166
ID,PT,6.202531646
ID,AU,6.214039125
NL,KW,6.225546605
RU,TR,6.237054085
NL,ID,6.248561565
TH,IN,6.260069045
ES,AT,6.271576525
CA,PT,6.283084005
US,TR,6.294591484
TH,AR,6.306098964
NL,BR,6.317606444
PT,BR,6.329113924
US,AR,6.340621404
ES,HK,6.352128884
HK,DE,6.363636364
US,ID,6.375143843
GB,CN,6.386651323
MY,PT,6.398158803
US,CN,6.409666283
KW,AU,6.421173763
RU,KW,6.432681243
US,AT,6.444188723
PH,PT,6.455696203
MY,AE,6.467203682
TR,IN,6.478711162
SG,AT,6.490218642
JP,AE,6.501726122
BR,AT,6.513233602
KW,TH,6.524741082
MY,ID,6.536248562
MX,CN,6.547756041
CH,HK,6.559263521
BE,TH,6.570771001
JP,NL,6.582278481
AE,AR,6.593785961
PT,AR,6.605293441
MX,RU,6.616800921
PH,SG,6.6283084
BR,KW,6.63981588
AU,BE,6.65132336
IE,BR,6.66283084
AU,PT,6.67433832
TR,PH,6.6858458
US,TH,6.69735328
CA,KW,6.708860759
TR,BE,6.720368239
GB,IN,6.731875719
CA,SG,6.743383199
MX,CH,6.754890679
HK,MY,6.766398159
TH,PH,6.777905639
IT,AR,6.789413119
MY,RU,6.800920598
AR,CA,6.812428078
CA,HK,6.823935558
US,AE,6.835443038
US,PH,6.846950518
CA,ID,6.858457998
ES,MY,6.869965478
PT,BE,6.881472957
JP,CN,6.892980437
TR,HK,6.904487917
SG,CA,6.915995397
GB,AU,6.927502877
CH,US,6.939010357
MY,IT,6.950517837
GB,PH,6.962025316
ES,RU,6.973532796
ID,SG,6.985040276
AU,FR,6.996547756
IN,MY,7.008055236
US,IN,7.019562716
BR,TR,7.031070196
AR,MY,7.042577675
BR,RU,7.054085155
JP,PT,7.065592635
HK,BR,7.077100115
CH,MY,7.088607595
AT,PT,7.100115075
RU,SG,7.111622555
AR,IE,7.123130035
ID,JP,7.134637514
US,PT,7.146144994
HK,TR,7.157652474
BR,AR,7.169159954
SG,CH,7.180667434
IE,SG,7.192174914
CN,SG,7.203682394
KW,HK,7.215189873
PH,IN,7.226697353
AU,BR,7.238204833
IE,US,7.249712313
TH,PT,7.261219793
AU,IT,7.272727273
CN,AT,7.284234753
ID,CN,7.295742232
BR,IN,7.307249712
CA,MY,7.318757192
NL,TR,7.330264672
AR,JP,7.341772152
US,BE,7.353279632
TH,NL,7.364787112
AU,GB,7.376294591
US,CH,7.387802071
GB,IT,7.399309551
US,AU,7.410817031
AR,IN,7.422324511
GB,DE,7.433831991
KW,BR,7.445339471
MY,ES,7.456846951
PH,AU,7.46835443
BR,CH,7.47986191
GB,FR,7.49136939
DE,US,7.50287687
TR,AT,7.51438435
CN,DE,7.52589183
KW,PT,7.53739931
AU,DE,7.548906789
KW,IT,7.560414269
BE,IE,7.571921749
IN,AE,7.583429229
PH,AE,7.594936709
IN,PT,7.606444189
BE,GB,7.617951669
MY,US,7.629459148
CN,PH,7.640966628
PT,RU,7.652474108
IN,TR,7.663981588
CA,AE,7.675489068
CH,ID,7.686996548
SG,RU,7.698504028
GB,BR,7.710011507
US,IE,7.721518987
CN,HK,7.733026467
RU,IE,7.744533947
IE,FR,7.756041427
CH,SG,7.767548907
DE,AR,7.779056387
KW,DE,7.790563867
HK,CH,7.802071346
RU,DE,7.813578826
ID,PH,7.825086306
NL,IN,7.836593786
CA,TH,7.848101266
IE,PT,7.859608746
AR,MX,7.871116226
AT,AU,7.882623705
NL,AE,7.894131185
FR,GB,7.905638665
US,BR,7.917146145
PH,TH,7.928653625
AU,ES,7.940161105
AR,PT,7.951668585
US,JP,7.963176064
ID,RU,7.974683544
BR,FR,7.986191024
BR,IE,7.997698504
ID,US,8.009205984
US,NL,8.020713464
KW,AR,8.032220944
KW,CH,8.043728423
CA,US,8.055235903
CA,BR,8.066743383
KW,BE,8.078250863
RU,PH,8.089758343
PH,FR,8.101265823
AT,BE,8.112773303
IN,ES,8.124280783
SG,NL,8.135788262
CH,IE,8.147295742
TH,DE,8.158803222
TR,CH,8.170310702
AT,PH,8.181818182
ID,MY,8.193325662
AT,JP,8.204833142
BE,ID,8.216340621
GB,JP,8.227848101
ES,DE,8.239355581
CN,KW,8.250863061
MX,FR,8.262370541
CA,PH,8.273878021
FR,AE,8.285385501
BR,ES,8.29689298
FR,AT,8.30840046
JP,IE,8.31990794
SG,DE,8.33141542
FR,KW,8.3429229
CN,FR,8.35443038
KW,JP,8.36593786
DE,BE,8.377445339
NL,ES,8.388952819
BE,AR,8.400460299
IN,PH,8.411967779
CA,ES,8.423475259
IE,NL,8.434982739
BR,NL,8.446490219
NL,CN,8.457997699
BR,CA,8.469505178
MX,AE,8.481012658
IE,CA,8.492520138
TH,MY,8.504027618
FR,TR,8.515535098
PT,AE,8.527042578
RU,IN,8.538550058
KW,SG,8.550057537
PT,MY,8.561565017
DE,GB,8.573072497
AR,NL,8.584579977
MY,NL,8.596087457
TH,JP,8.607594937
TR,CN,8.619102417
PT,AU,8.630609896
IT,PT,8.642117376
IN,AT,8.653624856
ES,PT,8.665132336
MX,IT,8.676639816
AE,MX,8.688147296
US,DE,8.699654776
AR,ES,8.711162255
CH,PH,8.722669735
HK,IT,8.734177215
DE,CH,8.745684695
CN,US,8.757192175
US,IT,8.768699655
NL,RU,8.780207135
FR,CH,8.791714614
KW,NL,8.803222094
ID,MX,8.814729574
IN,CA,8.826237054
CH,CA,8.837744534
CN,TH,8.849252014
RU,IT,8.860759494
IE,GB,8.872266974
CH,AU,8.883774453
TR,JP,8.895281933
MX,PH,8.906789413
PT,TR,8.918296893
MY,IE,8.929804373
RU,US,8.941311853
CN,BR,8.952819333
HK,JP,8.964326812
MX,JP,8.975834292
BE,PT,8.987341772
TR,AU,8.998849252
MX,AU,9.010356732
US,ES,9.021864212
IN,FR,9.033371692
JP,IT,9.044879171
MX,BE,9.056386651
CH,CN,9.067894131
IN,BR,9.079401611
ES,CH,9.090909091
PT,HK,9.102416571
CH,BR,9.113924051
JP,ES,9.12543153
TH,IT,9.13693901
PT,CA,9.14844649
IT,US,9.15995397
SG,PT,9.17146145
DE,BR,9.18296893
FR,PT,9.19447641
BR,IT,9.20598389
TH,ES,9.217491369
IE,CH,9.228998849
MY,SG,9.240506329
TR,BR,9.252013809
PT,JP,9.263521289
KW,AT,9.275028769
NL,BE,9.286536249
IT,GB,9.298043728
FR,BE,9.309551208
NL,AT,9.321058688
US,FR,9.332566168
AT,BR,9.344073648
BE,CA,9.355581128
CA,NL,9.367088608
DE,CA,9.378596087
NL,DE,9.390103567
ES,IT,9.401611047
MX,AR,9.413118527
MX,BR,9.424626007
JP,FR,9.436133487
US,MX,9.447640967
US,CA,9.459148446
MX,IN,9.470655926
MX,PT,9.482163406
IN,SG,9.493670886
MY,JP,9.505178366
TR,TH,9.516685846
DE,MX,9.528193326
NL,CA,9.539700806
KW,GB,9.551208285
IN,HK,9.562715765
CN,ID,9.574223245
FR,IT,9.585730725
ID,DE,9.597238205
IN,AU,9.608745685
NL,CH,9.620253165
TR,AR,9.631760644
IN,TH,9.643268124
US,GB,9.654775604
CA,MX,9.666283084
ES,BE,9.677790564
CH,MX,9.689298044
PH,CA,9.700805524
MX,IE,9.712313003
FR,NL,9.723820483
CN,CA,9.735327963
FR,DE,9.746835443
ID,FR,9.758342923
KW,US,9.769850403
DE,ES,9.781357883
FR,IE,9.792865362
GB,MX,9.804372842
GB,CA,9.815880322
RU,CA,9.827387802
SG,ES,9.838895282
IT,FR,9.850402762
CN,RU,9.861910242
NL,FR,9.873417722
SG,FR,9.884925201
TR,GB,9.896432681
RU,FR,9.907940161
AT,CA,9.919447641
AT,MX,9.930955121
MX,ES,9.942462601
PT,SG,9.953970081
HK,GB,9.96547756
FR,ES,9.97698504
MX,DE,9.98849252
ES,GB,10
