Geumcheon-gu,Yangcheon-gu,14
Geumcheon-gu,Guro-gu,5
Geumcheon-gu,Gangnam-gu,1
Geumcheon-gu,Jung-gu,3
Geumcheon-gu,Eunpyeong-gu,1
Geumcheon-gu,Gangseo-gu,2
Geumcheon-gu,Yeongdeungpo-gu,2
Geumcheon-gu,Dongdaemun-gu,1
Geumcheon-gu,Seongdong-gu,1
Geumcheon-gu,Gwanak-gu,2
Geumcheon-gu,Seocho-gu,1
Geumcheon-gu,Goyang-si,2
Geumcheon-gu,Suwon-si,3
Geumcheon-gu,Paju-si,1
Geumcheon-gu,Gwangmyeong-si,2
Geumcheon-gu,Gunpo-si,2
Geumcheon-gu,Siheung-si,1
Geumcheon-gu,Gwangju-si,1
Gwanak-gu,Jungnang-gu,8
Gwanak-gu,Dongjak-gu,16
Gwanak-gu,Yangcheon-gu,13
Gwanak-gu,Guro-gu,12
Gwanak-gu,Gangnam-gu,5
Gwanak-gu,Jung-gu,2
Gwanak-gu,Jongno-gu,2
Gwanak-gu,Eunpyeong-gu,1
Gwanak-gu,Gangseo-gu,3
Gwanak-gu,Yeongdeungpo-gu,2
Gwanak-gu,Dongdaemun-gu,1
Gwanak-gu,Songpa-gu,1
Gwanak-gu,Seongdong-gu,1
Gwanak-gu,Geumcheon-gu,3
Gwanak-gu,Seocho-gu,1
Gwanak-gu,Yongsan-gu,1
Gwanak-gu,Nowon-gu,3
Gwanak-gu,Goyang-si,1
Gwanak-gu,Seongnam-si,1
Gwanak-gu,Gangdong-gu,1
Gwanak-gu,Guri-si,1
Gwanak-gu,Suwon-si,2
Gwanak-gu,Gunpo-si,1
Seocho-gu,Jungnang-gu,6
Seocho-gu,Dongjak-gu,11
Seocho-gu,Yangcheon-gu,2
Seocho-gu,Gangnam-gu,13
Seocho-gu,Jung-gu,1
Seocho-gu,Eunpyeong-gu,1
Seocho-gu,Yeongdeungpo-gu,2
Seocho-gu,Songpa-gu,1
Seocho-gu,Seongdong-gu,2
Seocho-gu,Geumcheon-gu,1
Seocho-gu,Gwanak-gu,1
Seocho-gu,Seodaemun-gu,1
Seocho-gu,Gangdong-gu,1
Seocho-gu,Gwacheon-si,1
Seocho-gu,Pyeongtaek-si,1
Seodaemun-gu,Jungnang-gu,6
Seodaemun-gu,Dongjak-gu,2
Seodaemun-gu,Yangcheon-gu,10
Seodaemun-gu,Guro-gu,1
Seodaemun-gu,Jung-gu,7
Seodaemun-gu,Jongno-gu,6
Seodaemun-gu,Eunpyeong-gu,6
Seodaemun-gu,Gangseo-gu,1
Seodaemun-gu,Seocho-gu,2
Seodaemun-gu,Mapo-gu,2
Seodaemun-gu,Seongnam-si,2
Gangbuk-gu,Jungnang-gu,4
Gangbuk-gu,Dongjak-gu,1
Gangbuk-gu,Yangcheon-gu,5
Gangbuk-gu,Guro-gu,1
Gangbuk-gu,Gangnam-gu,2
Gangbuk-gu,Jung-gu,1
Gangbuk-gu,Jongno-gu,2
Gangbuk-gu,Dongdaemun-gu,1
Gangbuk-gu,Songpa-gu,2
Gangbuk-gu,Seongdong-gu,4
Gangbuk-gu,Yongsan-gu,1
Gangbuk-gu,Nowon-gu,1
Gangbuk-gu,Ansan-si,13
Gangbuk-gu,Dobong-gu,5
Gangbuk-gu,Pocheon-si,1
Yongsan-gu,Jungnang-gu,5
Yongsan-gu,Dongjak-gu,7
Yongsan-gu,Yangcheon-gu,3
Yongsan-gu,Jung-gu,4
Yongsan-gu,Jongno-gu,4
Yongsan-gu,Yeongdeungpo-gu,2
Yongsan-gu,Dongdaemun-gu,1
Yongsan-gu,Seongdong-gu,2
Yongsan-gu,Gwanak-gu,1
Yongsan-gu,Gangbuk-gu,1
Yongsan-gu,Mapo-gu,3
Nowon-gu,Jungnang-gu,13
Nowon-gu,Dongjak-gu,1
Nowon-gu,Yangcheon-gu,1
Nowon-gu,Guro-gu,2
Nowon-gu,Jung-gu,1
Nowon-gu,Eunpyeong-gu,1
Nowon-gu,Gangseo-gu,2
Nowon-gu,Gwanak-gu,1
Nowon-gu,Seodaemun-gu,1
Nowon-gu,Namyangju-si,1
Mapo-gu,Jungnang-gu,7
Mapo-gu,Dongjak-gu,3
Mapo-gu,Yangcheon-gu,10
Mapo-gu,Guro-gu,5
Mapo-gu,Gangnam-gu,1
Mapo-gu,Jung-gu,1
Mapo-gu,Jongno-gu,3
Mapo-gu,Eunpyeong-gu,3
Mapo-gu,Gangseo-gu,1
Mapo-gu,Yeongdeungpo-gu,1
Mapo-gu,Seodaemun-gu,3
Mapo-gu,Gangbuk-gu,1
Mapo-gu,Yongsan-gu,2
Mapo-gu,Nowon-gu,2
Mapo-gu,Suwon-si,1
Mapo-gu,Gimpo-si,2
Mapo-gu,Icheon-si,1
Ansan-si,Dongdaemun-gu,1
Ansan-si,Gangbuk-gu,13
Seongbuk-gu,Jungnang-gu,10
Seongbuk-gu,Dongjak-gu,1
Seongbuk-gu,Yangcheon-gu,2
Seongbuk-gu,Gangnam-gu,1
Seongbuk-gu,Jung-gu,2
Seongbuk-gu,Jongno-gu,5
Seongbuk-gu,Eunpyeong-gu,1
Seongbuk-gu,Dongdaemun-gu,1
Seongbuk-gu,Songpa-gu,1
Seongbuk-gu,Seongdong-gu,1
Seongbuk-gu,Gangbuk-gu,2
Seongbuk-gu,Yongsan-gu,1
Seongbuk-gu,Nowon-gu,1
Seongbuk-gu,Uijeongbu-si,1
Goyang-si,Dongjak-gu,2
Goyang-si,Yangcheon-gu,2
Goyang-si,Guro-gu,1
Goyang-si,Gangnam-gu,1
Goyang-si,Jongno-gu,1
Goyang-si,Eunpyeong-gu,3
Goyang-si,Seongdong-gu,1
Goyang-si,Geumcheon-gu,3
Goyang-si,Gwanak-gu,1
Goyang-si,Seodaemun-gu,1
Goyang-si,Mapo-gu,1
Goyang-si,Paju-si,1
Goyang-si,Gimpo-si,1
Seongnam-si,Jungnang-gu,1
Seongnam-si,Gangnam-gu,5
Seongnam-si,Dongdaemun-gu,1
Seongnam-si,Songpa-gu,1
Seongnam-si,Seongdong-gu,1
Seongnam-si,Geumcheon-gu,1
Seongnam-si,Gwanak-gu,1
Seongnam-si,Seodaemun-gu,3
Seongnam-si,Ansan-si,1
Seongnam-si,Anseong-si,1
Gwangjin-gu,Jungnang-gu,1
Gwangjin-gu,Dongjak-gu,1
Gwangjin-gu,Guro-gu,3
Gwangjin-gu,Jung-gu,1
Gwangjin-gu,Jongno-gu,1
Gwangjin-gu,Yeongdeungpo-gu,1
Gwangjin-gu,Seongdong-gu,2
Gwangjin-gu,Yongsan-gu,1
Gwangjin-gu,Nowon-gu,1
Gwangjin-gu,Namyangju-si,1
Gwangjin-gu,Gangdong-gu,2
Gwangjin-gu,Guri-si,1
Dobong-gu,Jungnang-gu,3
Dobong-gu,Guro-gu,1
Dobong-gu,Jongno-gu,1
Dobong-gu,Dongdaemun-gu,7
Dobong-gu,Seongdong-gu,1
Dobong-gu,Gangbuk-gu,3
Dobong-gu,Nowon-gu,1
Dobong-gu,Hanam-si,1
Namyangju-si,Jungnang-gu,1
Namyangju-si,Gangnam-gu,1
Namyangju-si,Dongdaemun-gu,5
Namyangju-si,Songpa-gu,1
Namyangju-si,Seongdong-gu,1
Namyangju-si,Nowon-gu,2
Namyangju-si,Gangdong-gu,1
Namyangju-si,Anseong-si,1
Gangdong-gu,Jungnang-gu,12
Gangdong-gu,Yangcheon-gu,1
Gangdong-gu,Guro-gu,1
Gangdong-gu,Jung-gu,2
Gangdong-gu,Jongno-gu,1
Gangdong-gu,Eunpyeong-gu,1
Gangdong-gu,Songpa-gu,2
Gangdong-gu,Gwanak-gu,1
Gangdong-gu,Seocho-gu,1
Gangdong-gu,Yongsan-gu,1
Gangdong-gu,Gwangjin-gu,3
Gangdong-gu,Dobong-gu,1
Gangdong-gu,Suwon-si,1
Gangdong-gu,Hanam-si,1
Anyang-si,Gangnam-gu,1
Anyang-si,Jung-gu,3
Anyang-si,Songpa-gu,2
Anyang-si,Gwanak-gu,2
Anyang-si,Suwon-si,1
Anyang-si,Gunpo-si,1
Guri-si,Jungnang-gu,3
Guri-si,Gangnam-gu,2
Guri-si,Seongdong-gu,6
Guri-si,Gwanak-gu,1
Guri-si,Goyang-si,1
Suwon-si,Gangnam-gu,1
Suwon-si,Jongno-gu,1
Suwon-si,Geumcheon-gu,3
Suwon-si,Gwanak-gu,1
Suwon-si,Seongnam-si,1
Suwon-si,Gangdong-gu,1
Suwon-si,Anyang-si,1
Suwon-si,Pyeongtaek-si,1
Paju-si,Dongjak-gu,1
Paju-si,Gangnam-gu,1
Paju-si,Namyangju-si,1
Gwangmyeong-si,Guro-gu,6
Gwangmyeong-si,Jung-gu,1
Gwangmyeong-si,Geumcheon-gu,2
Gwangmyeong-si,Uijeongbu-si,1
Gimpo-si,Yangcheon-gu,2
Gimpo-si,Guro-gu,2
Gimpo-si,Jung-gu,3
Gimpo-si,Gangseo-gu,1
Gimpo-si,Mapo-gu,4
Gimpo-si,Goyang-si,2
Gunpo-si,Jongno-gu,1
Gunpo-si,Songpa-gu,1
Gunpo-si,Geumcheon-gu,2
Gunpo-si,Gwanak-gu,1
Gunpo-si,Anyang-si,1
Gunpo-si,Suwon-si,1
Gunpo-si,Paju-si,1
Uijeongbu-si,Jongno-gu,1
Uijeongbu-si,Eunpyeong-gu,2
Uijeongbu-si,Songpa-gu,1
Uijeongbu-si,Seongbuk-gu,2
Gwacheon-si,Dongjak-gu,1
Gwacheon-si,Seongdong-gu,2
Gwacheon-si,Seocho-gu,2
Icheon-si,Jungnang-gu,1
Icheon-si,Gangnam-gu,1
Pyeongtaek-si,Songpa-gu,2
Pyeongtaek-si,Seongnam-si,1
Hanam-si,Gangnam-gu,1
Hanam-si,Gangseo-gu,1
Hanam-si,Songpa-gu,1
Hanam-si,Dobong-gu,1
Hanam-si,Gangdong-gu,1
Siheung-si,Guro-gu,1
Siheung-si,Geumcheon-gu,2
Siheung-si,Seongnam-si,1
Siheung-si,Anseong-si,2
Yangpyeong-gun,Gangnam-gu,1
Yangpyeong-gun,Jung-gu,1
Yangpyeong-gun,Yeongdeungpo-gu,1
Yangpyeong-gun,Songpa-gu,1
Dongducheon-si,Jongno-gu,1
Yongin-si,Gangseo-gu,1
Yongin-si,Geumcheon-gu,1
Yongin-si,Seodaemun-gu,1
Yongin-si,Gwangjin-gu,1
Yongin-si,Anseong-si,2
Gwangju-si,Geumcheon-gu,1
Bucheon-si,Guro-gu,2
Bucheon-si,Jongno-gu,2
Bucheon-si,Gangseo-gu,4
Bucheon-si,Dongdaemun-gu,1
Bucheon-si,Gwangmyeong-si,1
Yeoncheon-gun,Dongdaemun-gu,1
Yeoju-si,Seongnam-si,1
Uiwang-si,Jung-gu,1
Pocheon-si,Gangbuk-gu,2
Osan-si,Gangnam-gu,1
